Year,Utility ID,Name,Class,Owner,First of Year,Added During Year,Retired During Year,Adjustments Increase or (Decrease),End of Year,Tested During Year,Residential,Commercial,Industrial,Public Authority,Wholesale or Interdepartment or Utility Use,Multifamily,Irrigation,In Stock,Deducted Qty,Total,
2024,2610,Village of Hortonville Water and Sewer,C,Muni,1311,121,165,0,1267,5,983,87,32,24,0,21,0,26,94,1267,
2024,2620,Village of Howard Water and Sewer Department,AB,Muni,7079,169,46,0,7202,237,6324,565,4,45,0,164,4,96,0,7202,
2024,2630,Hudson Public Utilities,AB,Muni,9704,95,26,0,9773,189,6988,570,27,40,0,73,1955,81,0,9773,
2024,2640,City of Hurley Water Utility,D,Muni,842,0,0,0,842,4,636,112,12,16,0,27,0,34,4,842,
2024,2650,Hustisford Utilities,AB,Muni,734,1,208,0,527,1,415,49,9,7,0,11,0,30,6,527,
2024,2655,Hustler Municipal Water Utility,D,Muni,111,56,46,15,136,0,103,9,0,1,0,1,0,22,0,136,
2024,2660,Independence Municipal Water Utility,D,Muni,647,3,4,0,646,4,536,68,2,15,0,14,0,11,0,646,
2024,2670,Iola Municipal Water Utility,D,Muni,511,0,0,0,511,1,418,65,0,13,0,15,0,0,0,511,
2024,2680,Town of Knight Municipal Water Utility,D,Muni,119,6,17,0,108,17,101,3,0,2,0,1,0,1,0,108,
2024,2690,Iron Ridge Municipal Water Utility,D,Muni,405,110,86,19,448,0,297,27,8,13,0,0,0,98,0,448,
2024,2703,Ironton Water Utility,D,Muni,96,0,0,0,96,10,90,5,0,0,0,1,0,0,0,96,
2024,2720,Village of Jackson Water Utility,C,Muni,3670,110,2,-9,3769,450,3409,112,47,15,0,66,0,19,101,3769,
2024,2740,Janesville Water Utility,AB,Muni,25775,3833,1280,-2647,25681,411,22252,1613,71,154,0,311,0,1280,0,25681,
2024,2752,Jefferson Water Utility,C,Muni,3215,203,27,1,3392,215,2742,274,1,57,0,60,0,257,1,3392,
2024,2770,Johnson Creek Water Utility,C,Muni,1366,89,75,-2,1378,12,1042,96,13,18,0,28,0,16,165,1378,
2024,2780,Junction City Water Utility,D,Muni,190,14,0,-3,201,4,158,20,0,13,0,4,0,0,0,201,
2024,2790,Juneau Utility Commission,C,Muni,1047,148,163,0,1032,144,818,74,14,33,0,16,0,51,21,1032,
2024,2800,Kaukauna Utilities,AB,Muni,7246,83,26,0,7303,170,6577,415,27,34,0,136,0,88,0,7303,
2024,2805,Kellnersville Water Utility,D,Muni,202,0,2,0,200,5,118,8,0,2,0,3,0,67,0,200,
2024,2810,Kendall Municipal Water Utility,D,Muni,223,8,2,0,229,0,181,30,0,10,0,0,0,8,0,229,
2024,2820,Kenosha Water Utility,AB,Muni,33011,1955,1879,-60,33027,4338,27799,2036,75,184,0,972,0,1558,389,33027,
2024,2830,Kewaskum Municipal Water Utility,C,Muni,1781,30,2,0,1809,81,1567,107,10,26,0,23,0,0,76,1809,
2024,2840,Kewaunee Municipal Water Utility,C,Muni,1326,1,1,0,1326,28,1065,143,4,29,0,21,0,49,11,1326,
2024,2850,City of Kiel Utilities,C,Muni,2221,94,294,-20,2001,13,1626,161,18,26,0,10,0,160,0,2001,
2024,2860,Kieler Sanitary District #1,D,Sani,326,2,0,6,334,0,307,23,1,3,0,0,0,0,0,334,
2024,2870,Kimberly Municipal Water Utility,C,Muni,2825,224,131,1,2919,99,2577,170,11,22,0,58,0,73,3,2919,
2024,2880,Knapp Municipal Water And Sewer Utility,D,Muni,256,16,23,-9,240,0,209,8,9,8,0,0,0,6,0,240,
2024,2890,Kohler Municipal Water Utility,D,Muni,1011,25,3,0,1033,17,915,55,3,10,0,1,0,39,9,1033,
2024,2901,Kronenwetter Water Utility,C,Muni,2564,294,255,3,2606,255,2172,59,6,6,0,60,0,143,160,2606,
2024,2920,La Crosse Water Utility,AB,Muni,17947,1192,942,-255,17942,2344,13654,1444,116,212,0,790,230,1475,0,17942,
2024,2940,Ladysmith Municipal Water Utility,C,Muni,1712,101,128,-23,1662,294,1222,209,35,80,0,26,0,78,12,1662,
2024,2960,La Farge Municipal Water And Sewer Utility,D,Muni,380,35,10,-23,382,0,299,41,0,9,0,2,0,19,8,382,
2024,2973,Lake Como Sanitary District #1,C,Sani,1357,104,106,-19,1336,7,1312,12,0,3,0,2,0,6,0,1336,
2024,2975,Village of Lake Delton Water Utility,C,Muni,1571,5,7,1,1570,222,996,436,1,32,0,66,0,39,0,1570,
2024,2980,Lake Geneva Utility Commission,AB,Muni,5243,248,285,4,5210,70,4451,440,37,51,0,151,0,80,0,5210,
2024,2985,Lakeland Sanitary District #1,C,Sani,1320,34,18,-1,1335,25,600,388,0,43,0,41,0,88,175,1335,
2024,3000,Lake Mills Light And Water Department,AB,Muni,4180,11,484,-116,3591,510,2439,196,32,32,0,59,607,222,0,3591,
2024,3030,Lancaster Municipal Water Utility,C,Muni,2464,184,97,0,2551,14,1759,182,18,44,0,26,0,522,0,2551,
2024,3040,Land O Lakes Sanitary District No 1,D,Sani,202,0,0,-5,197,53,102,66,0,15,0,2,0,11,0,197,
2024,3045,Lannon Municipal Water Utility,D,Muni,592,22,0,0,614,1,515,50,0,3,0,16,0,30,0,614,
2024,3060,Laona Sanitary District No 1,D,Sani,457,9,8,14,472,0,354,37,10,14,0,5,0,41,11,472,
2024,3080,La Valle Municipal Water Utility,D,Muni,200,4,9,0,195,19,163,16,0,12,0,0,0,4,0,195,
2024,3095,Town of Lawrence Water Utility,C,Muni,1687,154,57,-12,1772,32,1492,70,12,6,0,63,0,129,0,1772,
2024,3120,Lena Municipal Water and Sewer Utility,D,Muni,273,25,25,29,302,20,202,34,10,10,0,13,0,33,0,302,
2024,3125,Leroy Sanitary District No 1,D,Sani,129,0,0,0,129,0,120,6,0,0,0,3,0,0,0,129,
2024,3129,Liberty Grove Sanitary District No 1,D,Sani,199,13,7,-3,202,0,182,19,0,0,0,1,0,0,0,202,
2024,3130,Linden Municipal Water Utility,D,Muni,234,0,0,0,234,7,203,9,2,11,0,0,0,8,0,234,
2024,3135,Linden Tn Of Sanitary Dist #1,D,Sani,76,0,0,0,76,20,61,0,0,0,0,0,0,15,0,76,
2024,3136,Lincoln Sanitary District #1,D,Sani,86,5,1,0,90,10,84,0,0,0,0,0,0,6,0,90,
2024,3140,Little Chute Municipal Water Department,AB,Muni,5005,721,478,7,5255,95,4234,404,31,34,0,55,0,477,19,5255,
2024,3150,Livingston Municipal Water Utility,D,Muni,364,0,0,5,369,1,274,13,0,6,0,2,0,5,69,369,
2024,3160,Lodi Municipal Light And Water Utility,AB,Muni,1971,1,455,-1,1516,867,1210,127,6,22,0,17,0,130,0,1516,
2024,3170,Loganville Municipal Water and Sewer Utility,D,Muni,151,8,15,9,153,0,122,14,0,7,0,2,0,8,0,153,
2024,3180,Lomira Municipal Water Utility,D,Muni,1035,186,188,43,1076,9,876,69,12,11,0,13,12,83,0,1076,
2024,3190,Lone Rock Utilities,D,Muni,335,3,3,0,335,1,261,32,0,14,0,7,0,0,21,335,
2024,3200,Lowell Municipal Water And Sewer Utility,D,Muni,127,1,0,0,128,0,118,5,0,3,0,2,0,0,0,128,
2024,3210,Loyal Municipal Water Utility,D,Muni,604,4,11,1,598,10,481,75,4,8,0,5,0,25,0,598,
2024,3220,Luck Municipal Water Utility,D,Muni,490,5,3,-3,489,5,391,61,13,15,0,4,0,5,0,489,
2024,3240,Luxemburg Municipal Water Utility,C,Muni,1068,1,0,0,1069,0,881,114,12,19,0,26,0,17,0,1069,
2024,3250,Lyndon Station Municipal Water Utility,D,Muni,280,0,3,0,277,14,198,24,9,2,0,2,0,40,0,277,
2024,3280,Madison Water Utility,AB,Muni,71251,1446,1144,0,71553,2467,61041,5103,62,483,0,4559,0,295,0,71553,
2024,3295,Village of Maiden Rock Municipal Water Utility,D,Muni,112,0,0,-5,107,0,69,13,0,2,0,0,0,23,0,107,
2024,3298,Maine Water Utility,D,Muni,77,4,0,5,86,0,57,12,0,6,0,6,0,5,0,86,
2024,3300,Manawa Municipal Water Utility,D,Muni,627,0,15,1,613,0,451,56,20,14,0,13,0,59,0,613,
2024,3320,Manitowoc Public Utilities,AB,Muni,14619,2105,836,-1,15887,530,12689,925,139,90,0,268,0,1670,96,15887,
2024,3340,Village of Maple Bluff Municipal Water Utility,D,Muni,651,91,130,0,612,13,540,6,0,6,0,0,0,31,29,612,
2024,3345,Maplewood Sanitary District No 1,D,Sani,50,0,2,0,48,2,43,5,0,0,0,0,0,0,0,48,
2024,3350,Village of Water Marathon and Sewer Utility,D,Muni,671,102,98,0,675,5,481,82,39,15,0,24,0,29,0,675,
2024,3360,Maribel Municipal Water and Sewer Utility,D,Muni,160,0,2,0,158,2,122,13,0,2,0,5,0,9,7,158,
2024,3370,Marinette Municipal Water Utility,AB,Muni,4640,4,92,-30,4522,116,3799,539,85,62,0,29,0,8,0,4522,
2024,3380,Marion Municipal Water And Sewer Utility,D,Muni,676,7,3,0,680,3,464,63,13,19,0,15,0,43,60,680,
2024,3390,Markesan Municipal Water Plant,D,Muni,699,3,21,0,681,6,520,74,10,11,0,18,0,48,0,681,
2024,3410,Marshall Water And Sewer Utility,C,Muni,1623,43,121,18,1563,126,1117,66,8,16,0,24,0,316,16,1563,
2024,3420,Marshfield Utilities,AB,Muni,8879,8,30,-14,8843,190,7510,803,58,48,0,77,0,213,130,8843,
2024,3430,Mary Hill Park Sanitary District,D,Sani,23,4,2,0,25,0,23,0,0,0,0,0,0,2,0,25,
2024,3440,Mattoon Municipal Water Utility,D,Muni,184,0,4,0,180,0,147,18,4,4,0,0,0,7,0,180,
2024,3450,City of Mauston Municipal Water Utility,C,Muni,1566,216,88,1,1695,25,1240,177,18,38,0,70,1,147,4,1695,
2024,3460,Mayville Municipal Water Utility,C,Muni,2232,142,139,0,2235,10,1866,152,44,31,0,47,0,32,63,2235,
2024,3480,Mazomanie Water Utility,D,Muni,891,26,8,-1,908,0,708,49,12,10,0,7,0,19,103,908,
2024,3490,Mcfarland Water and Sewer Utility,C,Muni,5610,3,1848,-1,3764,6,3200,211,0,32,0,63,0,200,53,3764,
2024,3520,Medford Water works,C,Muni,2268,296,64,-40,2460,45,1783,262,57,38,0,51,0,268,1,2460,
2024,3530,Mellen Municipal Water Utility,D,Muni,387,0,13,-1,373,12,303,29,9,14,0,6,0,12,0,373,
2024,3540,Melrose Municipal Water Utility,D,Muni,262,27,10,-7,272,0,220,28,0,8,0,0,0,16,0,272,
2024,3545,Melvina Municipal Water Utility,D,Muni,42,0,0,0,42,0,37,2,0,2,0,1,0,0,0,42,
2024,3550,Fox Crossing Utilities,AB,Muni,9556,1153,524,0,10185,1830,8536,827,23,27,0,225,0,546,0,10185,
2024,3560,Menasha Electric and Water Utilities,AB,Muni,5368,462,826,72,5076,507,4707,180,27,36,0,19,0,105,0,5076,
2024,3580,Village of Menomonee Falls Water Utility,AB,Muni,17326,1836,1458,-187,17517,1450,11652,806,178,48,0,202,0,174,4457,17517,
2024,3590,City of Menomonie Water Department,AB,Muni,6414,0,220,1,6195,94,4700,560,35,174,0,155,0,521,46,6195,
2024,3595,Mequon Municipal Water Utility,AB,Muni,4896,297,243,1,4951,52,4425,294,0,26,0,38,61,107,0,4951,
2024,3600,Mercer Sanitary District Number One,D,Sani,370,0,0,0,370,0,275,69,5,16,0,0,0,5,0,370,
2024,3610,Merrill Water Utility,C,Muni,4219,592,171,-1,4639,240,3479,368,56,55,0,52,0,629,0,4639,
2024,3620,Merrillan Municipal Electric and Water Utility,C,Muni,275,0,8,-2,265,1,212,20,0,4,0,7,0,22,0,265,
2024,3630,Merrimac Municipal Water Utility,D,Muni,302,16,18,0,300,16,270,11,0,11,0,2,0,6,0,300,
2024,3640,Middleton Municipal Water Utility,AB,Muni,7331,212,462,365,7446,233,5292,719,73,51,0,222,0,698,377,7446,
2024,3675,Village of Milladore Water Utility,D,Muni,123,22,22,0,123,0,109,9,0,5,0,0,0,0,0,123,
2024,3680,Village of Milltown Water Utility,D,Muni,435,3,0,-1,437,1,354,53,4,11,0,9,0,6,0,437,
2024,3700,City of Milton Municipal Water Utility,C,Muni,2629,171,90,0,2710,22,2298,197,52,42,0,35,0,86,0,2710,
2024,3720,Milwaukee Water Works,AB,Muni,178388,11062,11920,20,177550,12188,139233,13644,1462,1214,0,9018,0,12941,0,177550,
2024,3730,Town of Farmington Sanitary District,D,Sani,151,12,5,0,158,3,117,11,1,10,0,0,0,17,0,158,
2024,3740,Mineral Point Municipal Water Utility,C,Muni,1376,322,254,-1,1443,6,1125,200,5,15,0,14,0,84,0,1443,
2024,3760,Village of Minong Water Utility,D,Muni,411,0,0,0,411,5,229,62,2,9,0,7,0,84,16,411,
2024,3770,Mishicot Water Utility and Sewer Department,D,Muni,841,27,28,9,849,24,542,77,0,17,0,12,0,15,184,849,
2024,3780,Mondovi Municipal Water And Sewer Utility,C,Muni,1496,115,233,0,1378,5,1143,150,4,10,0,8,0,63,0,1378,
2024,3800,Monona Water Utility,C,Muni,2888,16,13,0,2891,23,2519,268,0,23,0,55,0,26,0,2891,
2024,3820,Monroe Municipal Water Utility,AB,Muni,4529,54,45,0,4538,69,3786,588,25,62,0,51,0,26,0,4538,
2024,3830,City of Montello Water Utility,C,Muni,744,60,60,0,744,64,516,92,10,32,0,0,0,46,48,744,
2024,3840,Montfort Municipal Water Utility,D,Muni,343,17,16,-3,341,0,289,29,2,14,0,3,0,3,0,341,
2024,3850,Village of Monticello Water Utility,D,Muni,655,0,12,12,655,7,480,50,7,15,0,8,0,77,16,655,
2024,3860,Montreal Municipal Water Utility,D,Muni,480,25,24,0,481,0,476,0,0,0,0,3,0,0,0,481,
2024,3890,Mosinee Municipal Water And Sewer Utility,C,Muni,2181,12,0,0,2193,101,1626,199,11,21,0,141,0,195,0,2193,
2024,3910,Village of Mount Calvary Municipal Water and Sewer,D,Muni,274,27,6,-2,293,0,218,27,0,4,0,2,0,42,0,293,
2024,3920,Mount Hope Municipal Water Utility,D,Muni,107,17,2,0,122,9,83,11,0,7,0,2,0,19,0,122,
2024,3950,Mount Horeb Water And Sewer Utility,C,Muni,4234,10,1,0,4243,536,2860,209,0,33,0,38,934,164,4,4243,
2024,3960,Mount Sterling Municipal Water Utility,D,Muni,129,0,33,2,98,33,79,11,2,1,0,0,0,5,0,98,
2024,3980,Mukwonago Municipal Water Utility,C,Muni,3640,211,121,18,3748,154,2764,233,52,27,0,138,0,501,32,3748,
2024,4000,Muscoda Light And Water Utility,C,Muni,693,25,28,0,690,33,527,64,8,24,0,10,24,33,0,690,
2024,4005,City of Muskego Water Public Utility,C,Muni,4875,114,160,427,5256,91,4213,331,71,38,0,0,69,534,0,5256,
2024,4020,Village of Necedah Municipal Water Utility,D,Muni,493,25,18,-42,458,26,326,45,12,16,0,12,0,47,0,458,
2024,4030,City of Neenah Water Utility,AB,Muni,11481,1905,1831,0,11555,2162,10547,760,115,39,0,94,0,0,0,11555,
2024,4040,City of Neillsville Municipal Water Utility,C,Muni,1393,8,80,2,1323,21,955,156,10,47,0,23,0,124,0,1323,
2024,4050,Nekoosa Municipal Water Utility,C,Muni,1125,70,161,0,1034,7,880,60,11,26,0,14,0,43,0,1034,
2024,4060,Nelson Water And Sewer Department,D,Muni,170,0,0,0,170,0,136,22,0,4,0,0,0,8,0,170,
2024,4080,New Auburn Municipal Water Utility,D,Muni,223,7,0,-11,219,0,171,24,1,5,0,7,0,11,0,219,
2024,4090,New Berlin Water Utility,AB,Muni,11547,1064,1563,0,11048,1101,8212,1569,124,33,0,286,0,824,0,11048,
2024,4100,New Glarus Light And Water Works,C,Muni,1023,16,14,-1,1024,25,791,119,7,17,0,13,0,49,25,1024,
2024,4110,New Holstein Public Utility,C,Muni,2028,448,964,0,1512,7,1278,118,12,22,0,34,0,48,0,1512,
2024,4120,City of New Lisbon Electric and Water Utility,C,Muni,641,27,18,0,650,10,486,66,17,24,0,18,0,25,14,650,
2024,4130,New London Electric and Water Utility,AB,Muni,3266,226,167,-4,3321,192,2552,278,29,26,0,68,141,201,0,3321,
2024,4140,New Richmond Municipal Water Utility,C,Muni,6094,157,238,0,6013,411,4245,322,34,32,0,70,1068,231,0,6013,
2024,4150,Niagara Municipal Water Utility,D,Muni,836,0,0,-3,833,2,774,7,0,18,0,9,0,25,0,833,
2024,4170,Nichols Municipal Water Utility,D,Muni,141,82,86,0,137,82,111,6,4,7,0,2,0,7,0,137,
2024,4225,Northfield Sanitary District No 1,D,Sani,75,1,10,0,66,0,31,8,0,2,0,0,0,25,0,66,
2024,4230,North Fond Du Lac Water Utility,C,Muni,3000,84,158,-7,2919,33,2515,167,2,24,0,19,0,146,46,2919,
2024,4240,North Freedom Municipal Water Utility,D,Muni,253,5,0,0,258,0,231,11,1,5,0,0,0,10,0,258,
2024,4290,Norwalk Municipal Water Utility,D,Muni,239,0,2,0,237,0,204,15,0,8,0,5,0,5,0,237,
2024,4310,Oak Creek Water and Sewer Utility,AB,Muni,9748,795,563,-3,9977,730,8394,633,35,36,0,508,0,339,20,9977,
2024,4325,Village of Oakdale Water Utility,D,Muni,135,0,0,0,135,2,99,15,0,4,0,1,0,14,0,135,
2024,4330,Village of Oakfield Municipal Water Utility,D,Muni,435,112,98,0,449,4,390,21,5,6,0,6,0,11,4,449,
2024,4340,City of Oconomowoc Utilities,AB,Muni,7228,1223,1022,35,7464,207,6466,546,36,46,0,168,0,148,54,7464,
2024,4350,Oconto Utility Commission,C,Muni,3278,15,808,0,2485,0,1650,168,25,25,0,43,0,525,49,2485,
2024,4360,Oconto Falls Water And Light Commission,C,Muni,1485,244,244,-3,1482,5,966,137,10,30,0,49,0,266,24,1482,
2024,4400,City of Omro Water Utility,C,Muni,1636,110,101,0,1645,13,1323,92,16,24,0,25,0,0,165,1645,
2024,4410,Onalaska Municipal Water Utility,AB,Muni,7310,748,679,0,7379,598,6179,479,7,41,0,117,144,404,0,7379,
2024,4420,Ontario Municipal Water Utility,D,Muni,255,12,0,0,267,0,201,21,1,6,0,2,0,35,0,267,
2024,4430,Oostburg Municipal Water Utility,C,Muni,1330,114,74,3,1373,114,1147,92,9,21,0,22,0,82,0,1373,
2024,4440,Oregon Municipal Water And Sewer Utility,AB,Muni,5311,663,387,0,5587,419,3599,178,14,26,0,455,947,339,0,5587,
2024,4450,Orfordville Municipal Water Utility,D,Muni,892,44,36,0,900,76,549,52,0,17,0,0,0,89,193,900,
2024,4460,Osceola Municipal Water Utility,C,Muni,1284,60,27,0,1317,4,967,113,30,30,0,49,0,128,0,1317,
2024,4480,City of Oshkosh Water Utility,AB,Muni,27691,1346,1016,-109,27912,1148,21212,2039,116,272,0,558,0,3715,0,27912,
2024,4490,Osseo Municipal Water And Sewer Utility,D,Muni,1193,1,0,0,1194,112,730,97,15,22,0,10,0,300,20,1194,
2024,4500,Owen Municipal Water Utility,D,Muni,484,0,0,55,539,3,365,63,10,12,0,7,0,82,0,539,
2024,4510,Paddock Lake Municipal Water Utility,D,Muni,403,15,0,0,418,15,338,54,0,6,0,2,0,16,0,418,
2024,4520,Village of Palmyra Water and Sewer Utility,D,Muni,711,24,26,-6,703,4,548,68,12,14,0,9,0,24,28,703,
2024,4540,Pardeeville Municipal Water Utility,D,Muni,1461,240,85,-125,1491,85,897,69,6,12,0,11,0,450,46,1491,
2024,4550,Park Falls Municipal Water Utility,C,Muni,1522,8,126,0,1404,35,1048,128,11,32,0,29,0,156,0,1404,
2024,4560,Patch Grove Municipal Water Utility,D,Muni,124,0,1,-3,120,2,90,7,0,7,0,2,0,14,0,120,
2024,4570,Town of Pence Municipal Water Department,D,Muni,93,5,8,0,90,8,84,5,0,1,0,0,0,0,0,90,
2024,4585,Village of Bloomfield Utility Department,C,Muni,1639,231,75,-2,1793,96,1583,19,0,5,0,10,1,175,0,1793,
2024,4600,Pepin Municipal Water Utility,D,Muni,856,0,26,0,830,5,455,76,3,20,0,0,0,276,0,830,
2024,4610,Peshtigo Municipal Water Utility,C,Muni,1602,7,53,1,1557,1,1179,129,26,30,0,32,0,161,0,1557,
2024,4620,Village of Pewaukee Water Utility,C,Muni,2357,35,9,2,2385,99,1811,173,45,24,0,251,0,81,0,2385,
2024,4625,City of Pewaukee Water Utility,AB,Muni,4372,236,231,-2,4375,285,3760,301,52,12,0,150,0,100,0,4375,
2024,4630,Phelps Sanitary Dist 1,D,Sani,253,12,12,0,253,37,205,22,1,9,0,3,0,13,0,253,
2024,4640,Phillips Municipal Water Works,D,Muni,860,39,8,-31,860,27,636,134,23,19,0,0,0,48,0,860,
2024,4650,Pigeon Falls Municipal Water Utility,D,Muni,200,16,10,0,206,17,150,29,2,7,0,3,0,15,0,206,
2024,4670,Pittsville Municipal Water Utility,D,Muni,662,0,0,2,664,26,346,26,5,14,0,9,0,250,14,664,
2024,4680,Plain Municipal Water Utility,D,Muni,386,23,4,11,416,0,325,40,0,15,0,5,0,31,0,416,
2024,4690,Village of Plainfield Water Utility,D,Muni,397,60,0,-5,452,3,326,33,4,12,0,7,0,70,0,452,
2024,4700,Platteville Water and Sewer Utility,AB,Muni,4183,620,410,24,4417,68,3135,322,8,71,0,69,0,258,542,4417,
2024,4730,Village of Pleasant Prairie Water Utility,AB,Muni,5083,503,286,0,5300,34,4288,207,140,38,0,130,0,497,0,5300,
2024,4737,Village of Plover Municipal Water Utility,AB,Muni,5224,240,18,0,5446,38,4444,377,36,29,0,282,0,275,0,5446,
2024,4740,Plymouth Utilities,AB,Muni,4441,48,26,0,4463,58,3339,299,34,30,0,79,0,581,94,4463,
2024,4760,Portage Water Utility,C,Muni,3871,276,240,5,3912,297,3058,419,35,62,0,60,0,25,253,3912,
2024,4770,Port Edwards Water Utility,C,Muni,920,0,5,-7,908,19,692,29,5,11,0,5,0,27,139,908,
2024,4775,Town of Portland Sanitary District #1,D,Sani,75,28,28,0,75,0,66,7,0,0,0,1,0,1,0,75,
2024,4780,Port Washington Municipal Water Utility,AB,Muni,5727,1870,818,0,6779,29,4728,420,35,61,0,62,0,1463,0,6779,
2024,4785,Port Wingtn Of Sanitary Dist,D,Sani,163,0,0,0,163,24,101,13,0,10,0,0,0,39,0,163,
2024,4790,Potosi Municipal Water Utility,D,Muni,320,11,11,0,320,0,265,27,0,6,0,7,0,12,3,320,
2024,4800,Village of Pound Water and Sewer Utility,D,Muni,215,12,19,0,208,24,132,29,0,4,0,15,0,28,0,208,
2024,4810,Poynette Municipal Water Utility,C,Muni,1047,85,14,-12,1106,0,906,67,9,26,0,25,0,70,3,1106,
2024,4820,Prairie Du Chien Municipal Water Utility,C,Muni,2467,54,4,-39,2478,193,2002,267,37,62,0,36,0,29,45,2478,
2024,4830,Prairie Du Sac Municipal Electric and Water,C,Muni,2116,96,16,6,2202,8,1630,144,6,22,0,26,0,122,252,2202,
2024,4840,Village of Prentice Water and Sewer Utility,D,Muni,337,0,20,0,317,29,244,33,22,11,0,0,0,7,0,317,
2024,4850,City of Prescott Municipal Water Utility,C,Muni,2229,22,11,-1,2239,38,2012,118,21,38,0,24,0,26,0,2239,
2024,4880,Princeton Municipal Water and Electric Utility,C,Muni,1033,56,47,0,1042,46,588,111,2,9,0,11,0,61,260,1042,
2024,4890,Pulaski Water Department,C,Muni,1433,139,116,0,1456,4,1177,144,10,22,0,40,0,63,0,1456,
2024,4900,Racine Water Works Commission,AB,Muni,35484,3170,1345,0,37309,1389,31163,2263,296,156,0,901,0,2523,0,37309,
2024,4910,Radisson Water And Sewer Utility,D,Muni,191,0,0,0,191,0,108,23,1,15,0,3,0,41,0,191,
2024,4920,Randolph Municipal Water Utility,D,Muni,740,3,2,0,741,0,595,62,18,25,0,20,0,21,0,741,
2024,4930,Random Lake Municipal Water Department,D,Muni,699,44,0,24,767,0,615,53,12,13,0,18,0,56,0,767,
2024,4950,Readstown Municipal Water Utility,D,Muni,212,0,0,0,212,0,140,16,1,8,0,4,0,43,0,212,
2024,4960,Redgranite Water Utility,D,Muni,442,0,42,42,442,8,356,52,2,23,0,9,0,0,0,442,
2024,4970,Reedsburg Utility Commission,AB,Muni,4358,240,5,1,4594,421,3524,411,35,56,0,46,0,522,0,4594,
2024,4980,Reedsville Municipal Water Utility,D,Muni,487,1,0,0,488,0,421,38,4,16,0,6,0,3,0,488,
2024,4990,Reeseville Water Utility,D,Muni,308,8,18,0,298,0,238,26,11,7,0,6,0,5,0,298,
2024,5000,Rewey Municipal Water Utility,D,Muni,157,2,2,0,157,0,116,10,0,9,0,0,0,22,0,157,
2024,5010,City of Rhinelander Water Utility,C,Muni,4278,138,93,-403,3920,101,3174,547,41,53,0,65,0,40,0,3920,
2024,5030,Village of Rib Lake Water Utility,D,Muni,375,13,12,-2,374,3,268,65,4,23,0,9,0,5,0,374,
2024,5045,Rib Mountain Water Utility,C,Muni,2656,7,34,0,2629,12,2303,213,0,14,0,4,0,45,49,2629,
2024,5050,Rice Lake Municipal Water and Electric Utility,AB,Muni,4403,919,944,0,4378,169,3425,566,38,61,0,72,0,188,0,4378,
2024,5071,Richland Center Water Utility,C,Muni,2621,0,176,-6,2439,221,1748,272,19,39,0,53,0,262,28,2439,
2024,5090,Village of Ridgeway Municipal Water Utility,D,Muni,317,0,0,0,317,0,294,11,0,6,0,2,0,1,3,317,
2024,5100,Rio Municipal Water Utility,D,Muni,623,0,1,0,622,0,465,56,5,7,0,3,0,86,0,622,
2024,5105,Ripon Water Utility,AB,Muni,3285,14,12,-133,3154,61,2755,174,30,34,0,70,0,85,0,3154,
2024,5110,River Falls Municipal Utility,AB,Muni,6722,656,538,0,6840,225,5026,312,22,75,0,89,1109,207,0,6840,
2024,5120,Village of Roberts Water Utility,D,Muni,1095,146,97,0,1144,116,910,75,9,9,0,4,0,137,0,1144,
2024,5130,Rockland Municipal Water And Sewer Utility,D,Muni,332,40,18,1,355,4,332,7,0,5,0,3,0,6,0,355,
2024,5150,Rock Springs Municipal Utility,D,Muni,161,0,0,0,161,3,152,6,0,3,0,0,0,0,0,161,
2024,5159,Town of Rome Water Utility,C,Muni,1298,12,0,0,1310,2,1280,17,0,5,0,0,0,8,0,1310,
2024,5180,Rothschild Municipal Water Utility,C,Muni,1401,43,34,0,1410,7,1146,167,41,30,0,26,0,0,0,1410,
2024,5190,St Cloud Water and Sewer Utility,D,Muni,223,30,0,0,253,0,194,18,0,4,0,3,0,34,0,253,
2024,5200,St Croix Improvements inc,D,Priv,85,0,0,0,85,85,85,0,0,0,0,0,0,0,0,85,
2024,5220,St Croix Falls Municipal Water Utility,C,Muni,1226,189,82,-1,1332,12,839,142,29,23,0,28,0,169,102,1332,
2024,5240,St Joseph Sanitary District #1,D,Sani,177,1,3,3,178,2,155,12,0,2,0,2,0,5,0,178,
2024,5250,St Nazianz Water Utility,D,Muni,298,20,22,0,296,0,229,29,2,8,0,8,0,18,0,296,
2024,5260,Sauk City Municipal Water and Light Utility,C,Muni,1744,0,84,0,1660,119,1306,185,0,27,0,26,0,116,0,1660,
2024,5270,Saukville Municipal Water Utility,C,Muni,2191,9,11,0,2189,3,1479,167,34,9,0,49,0,451,0,2189,
2024,5290,Schofield Municipal Water and Sewer Utility,C,Muni,1172,126,129,1,1170,16,850,144,80,7,0,21,8,42,18,1170,
2024,5296,Town of Scott Water Utility,D,Muni,842,0,1,1,842,1,714,59,2,3,0,0,0,8,53,842,
2024,5300,Seneca Tn Of Sanitary District 1,D,Sani,111,0,4,0,107,0,87,9,0,10,0,0,0,1,0,107,
2024,5310,Sextonville Waterworks San Dist,D,Sani,177,0,0,0,177,0,149,3,0,0,0,3,0,22,0,177,
