Year,Utility ID,Name,Class,Owner,Size of Meter,First of Year,Added During Year,Retired During Year,Adjustments Increase or (Decrease),End of Year,Tested During Year,Residential,Commercial,Industrial,Public Authority,Wholesale Interdepartment or Utility Use,Multifamily Residential,Irrigation,Wholesale,Inter-D or Utility Use,In Stock and Deduct Meters,Total,
2024,420,Belleville Municipal Water and Sewer Utility,C,Muni,3.000,3,,,,3,0,,,,3,,,,,,,3,
2024,430,Bellevue Water Utility,AB,Muni,0.625,4616,124,2,,4738,0,4318,338,,11,3,4,,,,64,4738,
2024,430,Bellevue Water Utility,AB,Muni,1.000,114,8,,,122,0,8,75,,4,1,18,,,,16,122,
2024,430,Bellevue Water Utility,AB,Muni,1.500,226,194,192,,228,0,,44,,6,,170,,,,8,228,
2024,430,Bellevue Water Utility,AB,Muni,2.000,41,27,26,,42,0,,28,,2,,9,,,,3,42,
2024,430,Bellevue Water Utility,AB,Muni,3.000,5,,,,5,0,,3,,,1,1,,,,,5,
2024,430,Bellevue Water Utility,AB,Muni,4.000,4,,,,4,0,,,1,,,3,,,,,4,
2024,430,Bellevue Water Utility,AB,Muni,6.000,1,,,,1,1,,,,,,1,,,,,1,
2024,430,Bellevue Water Utility,AB,Muni,8.000,2,,,,2,2,,,,,,2,,,,,2,
2024,440,Belmont Municipal Water And Electric Utility,C,Muni,0.625,438,,,7,445,0,376,31,1,11,,1,,,,25,445,
2024,440,Belmont Municipal Water And Electric Utility,C,Muni,1.000,11,,,-7,4,0,,1,2,,,1,,,,,4,
2024,440,Belmont Municipal Water And Electric Utility,C,Muni,1.500,7,,,1,8,0,,3,2,,,3,,,,,8,
2024,440,Belmont Municipal Water And Electric Utility,C,Muni,2.000,8,1,,-2,7,0,,2,,2,,1,,,,2,7,
2024,440,Belmont Municipal Water And Electric Utility,C,Muni,3.000,2,,,2,4,0,,1,1,1,,,,,,1,4,
2024,440,Belmont Municipal Water And Electric Utility,C,Muni,4.000,6,,,-4,2,0,,,2,,,,,,,,2,
2024,455,Beloit Water Utility,AB,Muni,0.625,16440,,269,,16171,368,13460,1083,,4,,,342,,,1282,16171,
2024,455,Beloit Water Utility,AB,Muni,0.750,1011,,0,43,1054,92,444,92,1,2,,,35,,,480,1054,
2024,455,Beloit Water Utility,AB,Muni,1.000,218,250,0,-78,390,16,5,162,1,3,,,35,,,184,390,
2024,455,Beloit Water Utility,AB,Muni,1.500,135,,0,53,188,15,4,95,1,2,,,6,,,80,188,
2024,455,Beloit Water Utility,AB,Muni,2.000,212,100,10,-35,267,20,4,189,2,12,,,,,,60,267,
2024,455,Beloit Water Utility,AB,Muni,3.000,56,,0,3,59,9,3,36,1,1,,,,,,18,59,
2024,455,Beloit Water Utility,AB,Muni,4.000,49,,3,-2,44,5,,20,3,1,,,,,,20,44,
2024,455,Beloit Water Utility,AB,Muni,6.000,8,,0,,8,8,,4,4,,,,,,,,8,
2024,460,Benton Municipal Electric And Water Utility,C,Muni,0.625,496,2,17,45,526,0,401,32,,4,,3,,2,,84,526,
2024,460,Benton Municipal Electric And Water Utility,C,Muni,1.000,9,1,1,-1,8,0,2,4,,1,,,,,,1,8,
2024,460,Benton Municipal Electric And Water Utility,C,Muni,2.000,2,1,1,,2,0,,,,,1,1,,,,,2,
2024,460,Benton Municipal Electric And Water Utility,C,Muni,3.000,1,,,,1,0,,,,1,,,,,,,1,
2024,480,Berlin Municipal Water And Sewer Utility,C,Muni,0.625,2232,48,4,,2276,14,1839,149,19,11,,13,,,,83,2276,
2024,480,Berlin Municipal Water And Sewer Utility,C,Muni,1.000,79,,,,79,0,3,21,6,3,,14,,,,23,79,
2024,480,Berlin Municipal Water And Sewer Utility,C,Muni,1.500,34,,,,34,6,,5,3,3,,15,,,,2,34,
2024,480,Berlin Municipal Water And Sewer Utility,C,Muni,2.000,45,,1,,44,8,,9,4,,,12,,,,15,44,
2024,480,Berlin Municipal Water And Sewer Utility,C,Muni,3.000,14,,1,,13,8,,4,,,,1,,,,5,13,
2024,480,Berlin Municipal Water And Sewer Utility,C,Muni,4.000,9,,,,9,3,,1,1,2,,,,,,5,9,
2024,490,Birchwood Municipal Water Utility,D,Muni,0.625,279,,,,279,32,224,35,,4,,3,,,,2,279,
2024,490,Birchwood Municipal Water Utility,D,Muni,1.000,8,,,,8,0,,2,1,2,,,,,,3,8,
2024,490,Birchwood Municipal Water Utility,D,Muni,1.500,8,,,,8,0,,5,1,2,,,,,,,8,
2024,490,Birchwood Municipal Water Utility,D,Muni,2.000,1,,,,1,0,,1,,,,,,,,,1,
2024,490,Birchwood Municipal Water Utility,D,Muni,3.000,1,,,,1,0,,1,,,,,,,,,1,
2024,500,Birnamwood Municipal Water Utility,D,Muni,0.750,272,,1,,271,0,210,34,3,6,,,,,,18,271,
2024,500,Birnamwood Municipal Water Utility,D,Muni,1.000,17,,1,,16,0,4,12,,,,,,,,,16,
2024,500,Birnamwood Municipal Water Utility,D,Muni,1.500,10,,,,10,0,,9,,,,1,,,,,10,
2024,500,Birnamwood Municipal Water Utility,D,Muni,2.000,8,,,,8,0,,3,1,4,,,,,,,8,
2024,500,Birnamwood Municipal Water Utility,D,Muni,4.000,1,,,,1,0,,,,,1,,,,,,1,
2024,510,Biron Municipal Water Utility,D,Muni,0.625,401,198,198,-1,400,0,350,19,1,1,,1,,,,10,400,
2024,510,Biron Municipal Water Utility,D,Muni,1.000,14,5,5,,14,0,3,5,2,1,,,,,,,14,
2024,510,Biron Municipal Water Utility,D,Muni,1.500,6,,,,6,0,,3,1,2,,,,,,,6,
2024,510,Biron Municipal Water Utility,D,Muni,2.000,10,,,,10,1,,7,1,1,,1,,,,,10,
2024,510,Biron Municipal Water Utility,D,Muni,3.000,1,,,,1,1,,,,1,,,,,,,1,
2024,510,Biron Municipal Water Utility,D,Muni,4.000,1,,,1,2,0,,,2,,,,,,,,2,
2024,510,Biron Municipal Water Utility,D,Muni,6.000,1,,,,1,1,,,1,,,,,,,,1,
2024,520,Black Creek Municipal Water and Sewer Utility,D,Muni,0.625,489,,4,,485,9,427,49,3,6,,,,,,,485,
2024,520,Black Creek Municipal Water and Sewer Utility,D,Muni,0.750,0,32,,,32,0,4,,,,,,,,,28,32,
2024,520,Black Creek Municipal Water and Sewer Utility,D,Muni,1.000,5,,,,5,0,,3,,1,1,,,,,,5,
2024,520,Black Creek Municipal Water and Sewer Utility,D,Muni,1.500,9,,,,9,1,,2,2,2,,3,,,,,9,
2024,520,Black Creek Municipal Water and Sewer Utility,D,Muni,2.000,2,,,,2,0,,,,1,,1,,,,,2,
2024,520,Black Creek Municipal Water and Sewer Utility,D,Muni,3.000,2,,,,2,0,,,1,,1,,,,,,2,
2024,520,Black Creek Municipal Water and Sewer Utility,D,Muni,4.000,4,,,,4,1,,,3,1,,,,,,,4,
2024,531,Village of Black Earth Water Utility,C,Muni,0.625,475,,,-124,351,0,293,9,,,,11,,,,,351,
2024,531,Village of Black Earth Water Utility,C,Muni,0.750,260,16,6,105,375,0,346,15,,5,,9,,,,,375,
2024,531,Village of Black Earth Water Utility,C,Muni,1.000,11,,,,11,0,,8,,1,,2,,,,,11,
2024,531,Village of Black Earth Water Utility,C,Muni,1.500,5,,,-1,4,0,,2,,1,,1,,,,,4,
2024,531,Village of Black Earth Water Utility,C,Muni,2.000,3,3,3,,3,0,,1,,2,,,,,,,3,
2024,550,Black River Falls Municipal Electric and Water,AB,Muni,0.625,1407,,,3,1410,1,1146,134,6,12,,13,,,1,5,1410,
2024,550,Black River Falls Municipal Electric and Water,AB,Muni,0.750,113,,,,113,0,57,7,3,4,,3,,,,6,113,
2024,550,Black River Falls Municipal Electric and Water,AB,Muni,1.000,76,,,,76,4,7,38,4,9,,4,,,1,1,76,
2024,550,Black River Falls Municipal Electric and Water,AB,Muni,1.500,45,,,-1,44,14,1,12,1,8,,10,,,,4,44,
2024,550,Black River Falls Municipal Electric and Water,AB,Muni,2.000,34,,,-1,33,3,,8,2,10,,5,,,,1,33,
2024,550,Black River Falls Municipal Electric and Water,AB,Muni,3.000,16,,,,16,8,,7,1,4,,3,,,,1,16,
2024,550,Black River Falls Municipal Electric and Water,AB,Muni,4.000,5,,,,5,1,,2,1,2,,,,,,,5,
2024,560,Blair Municipal Water Utility,D,Muni,0.625,353,,23,,330,0,296,27,1,4,,2,,,,,330,
2024,560,Blair Municipal Water Utility,D,Muni,0.750,267,144,4,11,418,0,248,15,1,,,,,,,154,418,
2024,560,Blair Municipal Water Utility,D,Muni,1.000,11,1,1,,11,0,3,7,,1,,,,,,,11,
2024,560,Blair Municipal Water Utility,D,Muni,1.500,7,,,,7,0,2,1,,4,,,,,,,7,
2024,560,Blair Municipal Water Utility,D,Muni,2.000,10,,,,10,0,,5,1,2,,,,1,,1,10,
2024,560,Blair Municipal Water Utility,D,Muni,3.000,5,,,-1,4,0,,1,,2,,,,,,1,4,
2024,560,Blair Municipal Water Utility,D,Muni,4.000,2,1,1,,2,0,,,2,,,,,,,,2,
2024,570,Blanchardville Municipal Water Utility,D,Muni,0.625,370,4,2,,372,0,321,41,,8,,2,,,,,372,
2024,570,Blanchardville Municipal Water Utility,D,Muni,1.000,7,,,,7,0,,2,,4,,1,,,,,7,
2024,570,Blanchardville Municipal Water Utility,D,Muni,1.500,3,,,,3,0,,,,,,3,,,,,3,
2024,570,Blanchardville Municipal Water Utility,D,Muni,2.000,3,,,,3,0,,1,,2,,,,,,,3,
2024,570,Blanchardville Municipal Water Utility,D,Muni,4.000,1,,,,1,0,,,,1,,,,,,,1,
2024,585,City of Bloomer Water Utility,C,Muni,0.625,1588,,11,1,1578,8,1435,115,,1,,,,,,27,1578,
2024,585,City of Bloomer Water Utility,C,Muni,0.750,206,,1,,205,2,129,42,2,13,,6,,,,13,205,
2024,585,City of Bloomer Water Utility,C,Muni,1.000,31,1,,,32,0,1,20,2,1,,6,,,,2,32,
2024,585,City of Bloomer Water Utility,C,Muni,1.500,18,2,,,20,3,,8,3,3,,2,,,,4,20,
2024,585,City of Bloomer Water Utility,C,Muni,2.000,17,,,,17,3,,6,3,2,,2,,,,4,17,
2024,585,City of Bloomer Water Utility,C,Muni,3.000,8,,,,8,4,,1,,5,,,,,,,8,
2024,585,City of Bloomer Water Utility,C,Muni,4.000,2,,,,2,2,,2,,,,,,,,,2,
2024,610,Bloomington Municipal Water Utility,D,Muni,0.625,414,10,47,-64,313,0,256,42,,,,2,,,,13,313,
2024,610,Bloomington Municipal Water Utility,D,Muni,1.000,7,32,,,39,0,35,2,,1,,,,,,1,39,
2024,610,Bloomington Municipal Water Utility,D,Muni,1.500,6,2,,-2,6,0,,,,2,,2,,,,2,6,
2024,610,Bloomington Municipal Water Utility,D,Muni,2.000,4,3,,-4,3,0,,,,1,,,,,,2,3,
2024,615,Village of Blue Mounds Municipal Water Utility,D,Muni,0.625,432,,7,3,428,0,286,13,,1,,,104,,6,18,428,
2024,615,Village of Blue Mounds Municipal Water Utility,D,Muni,1.000,2,,,,2,0,,1,,,,,1,,,,2,
2024,615,Village of Blue Mounds Municipal Water Utility,D,Muni,1.500,2,,,,2,0,,,,,,1,,,1,,2,
2024,615,Village of Blue Mounds Municipal Water Utility,D,Muni,2.000,3,,,,3,3,,,,,,3,,,,,3,
2024,615,Village of Blue Mounds Municipal Water Utility,D,Muni,4.000,2,,,,2,1,,,,,,1,,,,1,2,
2024,620,Blue River Municipal Water And Sewer Utility,D,Muni,0.750,239,,1,5,243,0,208,24,,4,,1,,,,6,243,
2024,620,Blue River Municipal Water And Sewer Utility,D,Muni,1.500,2,,,,2,0,,,,1,,1,,,,,2,
2024,620,Blue River Municipal Water And Sewer Utility,D,Muni,2.000,2,,,,2,0,,,,1,,1,,,,,2,
2024,627,Bluffview Sanitary District,D,Sani,0.750,23,0,0,0,23,23,17,4,0,1,0,0,0,0,0,1,23,
2024,627,Bluffview Sanitary District,D,Sani,1.500,11,0,0,0,11,11,0,1,0,0,0,9,0,0,0,1,11,
2024,627,Bluffview Sanitary District,D,Sani,3.000,2,,,,2,2,0,1,0,0,0,1,0,0,0,0,2,
2024,630,Bonduel Water and Sewer Utility,D,Muni,0.625,565,6,3,,568,1,481,63,7,10,,1,,,,6,568,
2024,630,Bonduel Water and Sewer Utility,D,Muni,0.750,7,,,,7,0,,2,,,,2,,,,3,7,
2024,630,Bonduel Water and Sewer Utility,D,Muni,1.000,19,,,,19,0,1,7,1,3,,7,,,,,19,
2024,630,Bonduel Water and Sewer Utility,D,Muni,1.500,8,,,,8,2,,4,,2,,2,,,,,8,
2024,630,Bonduel Water and Sewer Utility,D,Muni,2.000,9,,,,9,1,,2,2,5,,,,,,,9,
2024,630,Bonduel Water and Sewer Utility,D,Muni,3.000,3,,,,3,3,,,1,2,,,,,,,3,
2024,650,Boscobel Municipal Utilities,C,Muni,0.625,318,,81,,237,0,232,3,,1,,,,1,,,237,
2024,650,Boscobel Municipal Utilities,C,Muni,0.750,1174,80,,,1254,25,863,134,,15,,2,,,,240,1254,
2024,650,Boscobel Municipal Utilities,C,Muni,1.000,37,,2,,35,0,3,21,,7,,3,,,,1,35,
2024,650,Boscobel Municipal Utilities,C,Muni,1.500,22,,,2,24,2,,3,,5,,14,,,,2,24,
2024,650,Boscobel Municipal Utilities,C,Muni,2.000,8,,,1,9,3,,3,,5,,,,,,1,9,
2024,650,Boscobel Municipal Utilities,C,Muni,3.000,6,,1,,5,4,,2,,1,,,,2,,,5,
2024,650,Boscobel Municipal Utilities,C,Muni,4.000,3,,,,3,2,,1,,2,,,,,,,3,
2024,650,Boscobel Municipal Utilities,C,Muni,6.000,2,,,,2,2,,,,2,,,,,,,2,
2024,670,Bowler Water And Sewer Utility,D,Muni,0.625,127,,1,,126,0,108,3,,7,,,,,,7,126,
2024,670,Bowler Water And Sewer Utility,D,Muni,0.750,10,,,,10,0,1,8,,1,,,,,,,10,
2024,670,Bowler Water And Sewer Utility,D,Muni,1.000,6,,,,6,0,,2,,3,,1,,,,,6,
2024,670,Bowler Water And Sewer Utility,D,Muni,1.500,2,,,,2,2,,,,1,,1,,,,,2,
2024,670,Bowler Water And Sewer Utility,D,Muni,2.000,3,,,,3,1,,,,3,,,,,,,3,
2024,670,Bowler Water And Sewer Utility,D,Muni,3.000,2,,,,2,2,,,,2,,,,,,,2,
2024,680,Boyceville Municipal Water Utility,D,Muni,0.750,472,10,5,,477,0,404,38,2,16,,8,,,,9,477,
2024,680,Boyceville Municipal Water Utility,D,Muni,1.000,6,,0,,6,0,,1,,2,,3,,,,,6,
2024,680,Boyceville Municipal Water Utility,D,Muni,1.500,5,,0,,5,0,,2,,,,3,,,,,5,
2024,680,Boyceville Municipal Water Utility,D,Muni,2.000,4,,0,,4,0,,1,,3,,,,,,,4,
2024,680,Boyceville Municipal Water Utility,D,Muni,3.000,2,,0,,2,0,,,,1,,,,,,1,2,
2024,680,Boyceville Municipal Water Utility,D,Muni,4.000,7,,0,,7,0,,,2,3,,,,,,2,7,
2024,690,Boyd Municipal Water And Sewer Utility,D,Muni,0.625,91,,,,91,0,79,5,,3,,,,,,,91,
2024,690,Boyd Municipal Water And Sewer Utility,D,Muni,0.750,191,12,9,,194,26,156,24,,,,,,,,11,194,
2024,690,Boyd Municipal Water And Sewer Utility,D,Muni,1.000,4,,,,4,0,,,1,3,,,,,,,4,
2024,690,Boyd Municipal Water And Sewer Utility,D,Muni,2.000,3,,,,3,0,,1,,1,,1,,,,,3,
2024,690,Boyd Municipal Water And Sewer Utility,D,Muni,3.000,1,,,,1,0,,,,,,,,1,,,1,
2024,700,Brandon Sewer and Water Utility,D,Muni,0.625,398,8,7,,399,0,351,25,3,12,,,,,,8,399,
2024,700,Brandon Sewer and Water Utility,D,Muni,1.000,2,,,,2,0,2,,,,,,,,,,2,
2024,700,Brandon Sewer and Water Utility,D,Muni,1.500,2,,,,2,1,,1,,1,,,,,,,2,
2024,700,Brandon Sewer and Water Utility,D,Muni,2.000,5,,,,5,3,,3,,2,,,,,,,5,
2024,700,Brandon Sewer and Water Utility,D,Muni,4.000,1,,,,1,1,,,,1,,,,,,,1,
2024,705,Bridgeport Sanitary Dist,D,Sani,0.625,136,6,1,,141,0,103,34,,,,,,,,4,141,
2024,705,Bridgeport Sanitary Dist,D,Sani,0.750,14,,,,14,0,3,2,,,,,,,,9,14,
2024,705,Bridgeport Sanitary Dist,D,Sani,1.000,15,4,,,19,0,,17,1,1,,,,,,,19,
2024,705,Bridgeport Sanitary Dist,D,Sani,1.500,6,1,,,7,5,,1,2,1,,1,,,,2,7,
2024,705,Bridgeport Sanitary Dist,D,Sani,2.000,7,,,,7,7,,5,,,,2,,,,,7,
2024,710,Brillion Municipal Water Utility,C,Muni,0.625,1150,136,120,3,1169,10,1092,59,2,1,,1,,,,14,1169,
2024,710,Brillion Municipal Water Utility,C,Muni,1.000,43,,,2,45,1,,29,2,7,,5,,,,2,45,
2024,710,Brillion Municipal Water Utility,C,Muni,1.500,37,6,,-8,35,0,,8,2,4,,19,,,,2,35,
2024,710,Brillion Municipal Water Utility,C,Muni,2.000,25,2,,,27,0,,10,6,5,,4,,,,2,27,
2024,710,Brillion Municipal Water Utility,C,Muni,3.000,7,,,,7,0,,1,2,4,,,,,,,7,
2024,710,Brillion Municipal Water Utility,C,Muni,4.000,3,,,,3,0,,,,3,,,,,,,3,
2024,720,Bristol Water Utility,D,Muni,0.625,516,,3,,513,26,468,18,5,1,,,,,,21,513,
2024,720,Bristol Water Utility,D,Muni,0.750,2,6,,,8,0,6,,1,1,,,,,,,8,
2024,720,Bristol Water Utility,D,Muni,1.000,33,,,,33,0,1,19,10,,,1,,,,2,33,
2024,720,Bristol Water Utility,D,Muni,1.500,22,,,,22,0,,13,5,1,,1,,,,2,22,
2024,720,Bristol Water Utility,D,Muni,2.000,18,1,1,,18,0,,6,1,2,,8,,,,1,18,
2024,720,Bristol Water Utility,D,Muni,3.000,6,,,,6,0,,2,1,3,,,,,,,6,
2024,720,Bristol Water Utility,D,Muni,6.000,0,2,,,2,0,,,,,,,,,,2,2,
2024,730,Town of Brockway Sanitary District 1,D,Sani,0.750,552,16,13,11,566,12,516,25,,6,,5,,,,14,566,
2024,730,Town of Brockway Sanitary District 1,D,Sani,1.000,19,1,1,,19,0,,14,,1,,1,,,,3,19,
2024,730,Town of Brockway Sanitary District 1,D,Sani,1.250,1,,,,1,0,,1,,,,,,,,,1,
2024,730,Town of Brockway Sanitary District 1,D,Sani,1.500,11,6,6,,11,0,,3,,8,,,,,,,11,
2024,730,Town of Brockway Sanitary District 1,D,Sani,2.000,19,5,5,,19,0,,6,,7,,5,,,,1,19,
2024,730,Town of Brockway Sanitary District 1,D,Sani,3.000,4,2,2,,4,0,,3,,1,,,,,,,4,
2024,730,Town of Brockway Sanitary District 1,D,Sani,4.000,3,2,2,,3,0,,,,3,,,,,,,3,
2024,740,Brodhead Water And Light Commission,C,Muni,0.500,186,1,2,,185,1,157,13,1,1,,1,,,,12,185,
2024,740,Brodhead Water And Light Commission,C,Muni,0.750,1135,,5,2,1132,0,1007,92,2,13,,1,,,,17,1132,
2024,740,Brodhead Water And Light Commission,C,Muni,1.000,25,1,,,26,1,1,16,,2,,1,,,,6,26,
2024,740,Brodhead Water And Light Commission,C,Muni,1.500,21,14,15,,20,15,,8,3,1,,5,,,,3,20,
2024,740,Brodhead Water And Light Commission,C,Muni,2.000,26,12,12,,26,14,,5,3,4,,7,,,3,4,26,
2024,740,Brodhead Water And Light Commission,C,Muni,3.000,8,4,5,,7,6,,,1,3,,2,,,,1,7,
2024,760,Brookfield Municipal Water Utility,AB,Muni,0.625,1237,,172,41,1106,178,990,36,,,,,,,,80,1106,
2024,760,Brookfield Municipal Water Utility,AB,Muni,0.750,11054,,760,-704,9590,974,9179,284,3,3,,59,,,,62,9590,
2024,760,Brookfield Municipal Water Utility,AB,Muni,1.000,2367,,96,146,2417,112,1978,225,6,8,,126,,,,74,2417,
2024,760,Brookfield Municipal Water Utility,AB,Muni,1.500,209,,1,-5,203,46,,162,2,4,,17,,,,18,203,
2024,760,Brookfield Municipal Water Utility,AB,Muni,2.000,206,,13,2,195,56,,114,,11,,52,,,,18,195,
2024,760,Brookfield Municipal Water Utility,AB,Muni,3.000,63,,2,-8,53,28,,32,1,7,,13,,,,,53,
2024,760,Brookfield Municipal Water Utility,AB,Muni,4.000,15,,3,,12,4,,8,,2,,2,,,,,12,
2024,760,Brookfield Municipal Water Utility,AB,Muni,6.000,1,,,,1,1,,,,,,1,,,,,1,
2024,770,Brooklyn Water Utility,D,Muni,0.625,691,69,59,,701,57,566,22,5,6,,2,,,,100,701,
2024,770,Brooklyn Water Utility,D,Muni,1.000,6,1,,,7,0,,3,1,,,,,,,3,7,
2024,770,Brooklyn Water Utility,D,Muni,1.500,5,1,1,,5,0,,,1,2,,1,,,,1,5,
2024,770,Brooklyn Water Utility,D,Muni,2.000,3,,,,3,0,,,,2,,,,,,1,3,
2024,770,Brooklyn Water Utility,D,Muni,3.000,1,,,,1,0,,,,,,,,,,1,1,
2024,780,Brown Deer Water Public Utility,AB,Muni,0.625,3461,298,228,,3531,0,3351,53,,,1,,,,,124,3531,
2024,780,Brown Deer Water Public Utility,AB,Muni,0.750,153,14,2,,165,0,60,40,1,2,,2,,,,60,165,
2024,780,Brown Deer Water Public Utility,AB,Muni,1.000,99,6,1,,104,0,4,47,4,1,1,22,,,,18,104,
2024,780,Brown Deer Water Public Utility,AB,Muni,1.500,75,18,9,,84,0,,23,3,5,2,28,,,,16,84,
2024,780,Brown Deer Water Public Utility,AB,Muni,2.000,71,1,6,,66,0,,25,5,4,1,27,,,,2,66,
2024,780,Brown Deer Water Public Utility,AB,Muni,3.000,26,,,,26,7,,8,1,2,2,13,,,,,26,
2024,780,Brown Deer Water Public Utility,AB,Muni,4.000,5,,,,5,2,,3,,2,,,,,,,5,
2024,780,Brown Deer Water Public Utility,AB,Muni,6.000,2,,,,2,2,,,,,,2,,,,,2,
2024,780,Brown Deer Water Public Utility,AB,Muni,8.000,2,,,,2,2,,,2,,,,,,,,2,
2024,790,Brownsville Water Utility,D,Muni,0.625,296,12,,,308,31,258,11,,6,,2,,,,31,308,
2024,790,Brownsville Water Utility,D,Muni,1.000,13,,,-1,12,1,3,5,,1,,1,,,,2,12,
2024,790,Brownsville Water Utility,D,Muni,1.500,12,,,-1,11,3,4,4,,,,1,,,,2,11,
2024,790,Brownsville Water Utility,D,Muni,2.000,20,5,,,25,4,2,12,,1,,1,,,,9,25,
2024,790,Brownsville Water Utility,D,Muni,4.000,1,,,,1,0,,1,,,,,,,,,1,
2024,800,Browntown Municipal Water Utility,D,Muni,0.625,137,,1,18,154,0,120,,4,6,,,,,,20,154,
2024,800,Browntown Municipal Water Utility,D,Muni,1.000,5,,1,1,5,0,,5,,,,,,,,,5,
2024,800,Browntown Municipal Water Utility,D,Muni,2.000,1,,,,1,0,,,1,,,,,,,,1,
2024,810,Bruce Municipal Water and Sewer Utility,D,Muni,0.625,327,50,50,,327,0,274,30,,5,,,,,,17,327,
2024,810,Bruce Municipal Water and Sewer Utility,D,Muni,1.000,14,,,,14,0,1,4,,5,,,,,,4,14,
2024,810,Bruce Municipal Water and Sewer Utility,D,Muni,1.250,1,,,,1,0,,,,,,1,,,,,1,
2024,810,Bruce Municipal Water and Sewer Utility,D,Muni,1.500,4,,,,4,1,,1,,3,,,,,,,4,
2024,810,Bruce Municipal Water and Sewer Utility,D,Muni,2.000,3,2,2,,3,1,,1,,2,,,,,,,3,
2024,810,Bruce Municipal Water and Sewer Utility,D,Muni,3.000,5,,,,5,1,,,,3,,,,,,2,5,
2024,810,Bruce Municipal Water and Sewer Utility,D,Muni,6.000,1,,,,1,1,,1,,,,,,,,,1,
2024,840,Burlington Municipal Waterworks,C,Muni,0.625,3737,149,33,23,3876,57,3237,353,4,20,,69,,,,193,3876,
2024,840,Burlington Municipal Waterworks,C,Muni,1.000,146,36,,-22,160,34,,93,5,7,,34,,,,21,160,
2024,840,Burlington Municipal Waterworks,C,Muni,1.500,64,14,12,4,70,12,,30,2,8,,14,,,,16,70,
2024,840,Burlington Municipal Waterworks,C,Muni,2.000,69,,,16,85,7,,56,2,9,,18,,,,,85,
2024,840,Burlington Municipal Waterworks,C,Muni,3.000,34,,9,2,27,17,,14,5,6,,2,,,,,27,
2024,840,Burlington Municipal Waterworks,C,Muni,4.000,12,1,7,7,13,10,,6,3,3,,1,,,,,13,
2024,840,Burlington Municipal Waterworks,C,Muni,6.000,2,,2,2,2,2,,1,1,,,,,,,,2,
2024,860,Butler Public Water Utility,C,Muni,0.625,639,25,24,,640,3,548,80,,2,,,,,,10,640,
2024,860,Butler Public Water Utility,C,Muni,0.750,95,5,4,,96,1,15,73,,1,,,,,,7,96,
2024,860,Butler Public Water Utility,C,Muni,1.000,48,5,4,,49,1,1,39,2,2,,,,,,3,49,
2024,860,Butler Public Water Utility,C,Muni,1.500,23,,,2,25,2,,20,1,,,,,,,3,25,
2024,860,Butler Public Water Utility,C,Muni,2.000,13,1,,2,16,1,,2,3,,,,,,,9,16,
2024,860,Butler Public Water Utility,C,Muni,3.000,8,,,,8,1,,3,2,,,,,,,3,8,
2024,860,Butler Public Water Utility,C,Muni,4.000,5,,,,5,0,,1,2,,,,,,,2,5,
2024,860,Butler Public Water Utility,C,Muni,10.000,2,,,,2,0,,,,,2,,,,,,2,
2024,860,Butler Public Water Utility,C,Muni,12.000,1,,,,1,0,,,,,1,,,,,,1,
2024,870,Butternut Municipal Water Department,D,Muni,0.625,270,,,11,281,0,139,24,1,5,,,,,,112,281,
2024,870,Butternut Municipal Water Department,D,Muni,1.000,9,,,,9,0,,2,,1,,3,,,,3,9,
2024,870,Butternut Municipal Water Department,D,Muni,1.500,2,,,,2,0,,1,,,,1,,,,,2,
2024,870,Butternut Municipal Water Department,D,Muni,2.000,4,,,,4,0,,,,1,,1,,,,2,4,
2024,870,Butternut Municipal Water Department,D,Muni,3.000,3,,,,3,0,,,,2,,,,,,1,3,
2024,890,Cadott Light And Water Municipal Utility,C,Muni,0.625,457,,65,,392,33,332,56,,4,,,,,,,392,
2024,890,Cadott Light And Water Municipal Utility,C,Muni,0.750,163,24,4,,183,7,161,8,2,,,,,,,12,183,
2024,890,Cadott Light And Water Municipal Utility,C,Muni,1.000,30,,,-1,29,0,5,13,,3,,,,,,8,29,
2024,890,Cadott Light And Water Municipal Utility,C,Muni,1.250,1,,,,1,0,,1,,,,,,,,,1,
2024,890,Cadott Light And Water Municipal Utility,C,Muni,1.500,6,,1,-1,4,1,,3,1,,,,,,,,4,
2024,890,Cadott Light And Water Municipal Utility,C,Muni,2.000,7,1,,,8,0,,4,,1,,3,,,,,8,
2024,890,Cadott Light And Water Municipal Utility,C,Muni,3.000,1,,,,1,0,,,,1,,,,,,,1,
2024,890,Cadott Light And Water Municipal Utility,C,Muni,4.000,2,,,,2,0,,,,2,,,,,,,2,
2024,900,Village of Caledonia Water Utility,AB,Muni,0.625,7200,,9,,7191,0,6598,94,17,9,,,,,,473,7191,
2024,900,Village of Caledonia Water Utility,AB,Muni,0.750,1119,,22,,1097,0,514,26,4,1,,,,,,552,1097,
2024,900,Village of Caledonia Water Utility,AB,Muni,1.000,93,5,,,98,7,6,69,12,7,,,,,,4,98,
2024,900,Village of Caledonia Water Utility,AB,Muni,1.500,40,2,,,42,0,,34,3,5,,,,,,,42,
2024,900,Village of Caledonia Water Utility,AB,Muni,2.000,31,7,,,38,0,1,17,6,8,,,,,,6,38,
2024,900,Village of Caledonia Water Utility,AB,Muni,3.000,9,1,,,10,1,,5,2,2,,,,,,1,10,
2024,900,Village of Caledonia Water Utility,AB,Muni,4.000,1,,,,1,0,,1,,,,,,,,,1,
