Year,Utility ID,Name,Class,Type,Disconnection Notices End Of Q1,Disconnection Notices End Of Q2,Disconnection Notices End Of Q3,Disconnection Notices End Of Q4,Disconnections End Of Q1,Disconnections End Of Q2,Disconnections End Of Q3,Disconnections End Of Q4,Customers with Arrears End Of Q1,Amount of Arrears End of Q1,Customers with Arrears End Of Q2,Amount of Arrears End of Q2,Customers with Arrears End Of Q3,Amount of Arrears End of Q3,Customers with Arrears End of Q4,Amount of Arrears End of Q4,Added to Tax Roll,Amount Added to Tax Rol,
2024,2840,Kewaunee Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,218,17867,89,4596,221,15030,92,5884,6,7994,
2024,2830,Kewaskum Municipal Water Utility,C,Water,201,204,198,199,0,0,0,0,30,2160,68,4649,76,13173,40,4337,12,8783,
2024,2790,Juneau Utility Commission,C,Water,0,3,0,0,0,3,0,0,65,3999,22,1025,42,1531,65,2079,6,1577,
2024,2770,Johnson Creek Water Utility,C,Water,217,215,230,221,11,9,7,5,53,3123,67,9718,72,11592,73,4732,8,2127,
2024,2752,Jefferson Water Utility,C,Water,0,41,6,2,0,1,1,2,0,0,0,0,0,0,0,0,29,1042,
2024,2720,Village of Jackson Water Utility,C,Water,198,238,180,214,18,34,26,0,60,14271,53,14814,47,14955,61,12090,11,4484,
2024,2610,Village of Hortonville Water and Sewer,C,Water,0,0,0,0,0,0,0,0,238,143936,274,171568,272,188321,227,126856,71,61036,
2024,2600,City of Horicon Water Utility,C,Water,153,600,1082,1235,0,14,28,41,304,45109,292,25959,244,27013,267,21590,15,2256,
2024,2590,Holmen Municipal Water Utility,C,Water,71,72,65,60,5,4,9,5,716,35969,741,50394,725,62181,643,28052,154,34760,
2024,2573,Village of Hobart Water Utility,C,Water,0,0,0,0,0,0,0,0,126,26810,128,32625,131,36422,131,22053,54,17051,
2024,2510,Hazel Green Municipal Utility,C,Water,61,78,77,75,0,0,0,0,76,3286,77,3730,72,4324,79,6700,4,287,
2024,2500,City of Hayward Waterworks And Sewer,C,Water,111,86,90,91,3,6,2,3,97,3613,32,1737,135,5967,127,4819,3,483,
2024,2480,Hartland Municipal Water Utility,C,Water,273,312,302,0,0,0,0,0,179,6472,166,12702,193,14899,96,0,153,50057,
2024,2428,Village of Lake Hallie Public Works,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,34664,
2024,2375,Greenville Utilities,C,Water,0,0,0,0,0,0,0,0,357,26920,373,33828,341,39875,337,22766,47,17040,
2024,2200,Village of Genoa City Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,193,77550,213,106755,209,129284,212,75544,74,72076,
2024,2135,Freedom Sanitary District No 1,C,Water,0,0,0,0,0,0,0,0,108,11990,95,14174,113,20078,107,7126,48,16475,
2024,2090,Village of Fox Point Water Utility,C,Water,0,0,0,0,0,0,0,0,560,227106,615,268342,517,283442,606,165904,143,133861,
2024,2020,Fontana Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,1980,Fennimore Water And Light Plant,C,Water,0,0,0,1214,0,0,0,19,180,4055,179,4893,200,4881,181,5168,16,1372,
2024,1880,City of Evansville Water and Light,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,1850,Elroy Municipal Electric And Water Utility,C,Water,300,0,0,299,1,0,0,7,84,0,82,0,103,0,120,0,16,3062,
2024,1820,Ellsworth Municipal Water And Sewer Utility,C,Water,124,49,90,42,0,0,0,1,42,828,56,887,71,1535,67,3215,0,0,
2024,1760,Edgerton Municipal Water Utility,C,Water,387,362,376,346,0,18,26,0,159,39245,106,26890,136,43033,157,32155,40,15181,
2024,1730,Village of East Troy Municipal Water Utility,C,Water,206,208,224,224,0,0,0,0,33,8218,24,6217,39,11165,32,7409,14,2358,
2024,1650,Dodgeville Water Utility,C,Water,293,320,321,356,17,22,18,13,26,902,22,1076,17,2068,22,873,2,1343,
2024,1615,Ledgeview Sanitary District No 2,C,Water,0,0,0,0,0,0,0,0,2214,234588,2277,278945,2114,310821,2315,249622,161,53445,
2024,1600,Denmark Municipal Water Utility,C,Water,0,142,0,0,0,42,0,0,336,33134,286,15025,313,35852,312,33529,26,16010,
2024,1590,Delavan Water and Sewage Commission,C,Water,1989,74,0,0,0,0,0,0,0,0,0,0,0,0,257,38376,27,4157,
2024,1580,DeForest Municipal Water Utility,C,Water,445,438,463,471,6,5,4,9,1228,53511,1244,55359,1237,65226,1195,66503,26,8105,
2024,1570,Deerfield Water Utility,C,Water,338,340,365,273,20,19,6,13,126,7449,141,8881,109,12171,159,6400,15,13272,
2024,1560,Darlington Municipal Water And Sewer Utility,C,Water,209,196,176,225,1,3,1,2,8,1358,9,1545,12,1845,7,1063,3,1372,
2024,1490,Cumberland Municipal Utility,C,Water,0,96,109,0,0,0,0,0,147,4417,135,4275,132,4254,137,4408,13,1065,
2024,1470,Cuba City Electric and Water Utility,C,Water,86,87,77,72,0,0,0,2,55,1278,63,1312,71,1604,68,1287,2,99,
2024,1450,Cross Plains Water Utility,C,Water,0,0,0,0,0,0,0,0,108,3977,133,4404,128,6222,144,6458,42,14254,
2024,1390,Cottage Grove Water and Sewer Utility,C,Water,0,0,0,0,0,0,0,0,166,29297,529,85685,377,81816,327,32672,109,48292,
2024,1370,Cornell Municipal Water And Electric Utility,C,Water,276,307,314,212,1,1,1,1,90,2427,120,3453,104,3549,98,2655,16,1601,
2024,1310,Combined Locks Water Utility,C,Water,0,0,0,0,0,0,0,0,201,67590,157,65602,190,81723,193,56999,40,27009,
2024,1200,Clintonville Water and Electric Utility,C,Water,1009,941,958,1035,0,0,0,0,253,25501,269,12241,270,11588,334,19248,15,1398,
2024,1100,Chilton Municipal Water Utility,C,Water,8,3,8,0,0,0,1,0,11,1756,7,1387,12,1864,5,393,46,3856,
2024,1080,Chetek Municipal Water Utility,C,Water,387,443,475,377,0,0,0,0,158,38666,169,46230,147,51279,156,46840,28,14000,
2024,970,Cashton Municipal Electric And Water Utility,C,Water,65,62,69,72,0,0,0,0,89,8043,86,6220,100,8931,105,9293,0,0,
2024,935,Campbell Water Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,890,Cadott Light And Water Municipal Utility,C,Water,158,157,146,156,0,1,1,1,158,8585,157,9324,146,8507,156,9348,7,1052,
2024,860,Butler Public Water Utility,C,Water,0,0,0,0,0,0,0,0,192,28165,212,35953,173,39302,151,15443,68,21662,
2024,840,Burlington Municipal Waterworks,C,Water,0,0,0,0,0,0,0,0,220,30575,220,40516,370,48994,370,22105,220,100121,
2024,740,Brodhead Water And Light Commission,C,Water,468,462,450,454,0,1,0,0,210,8790,201,4922,225,7959,227,6145,1,62,
2024,710,Brillion Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,119,32663,128,37923,103,46275,105,22112,49,23517,
2024,650,Boscobel Municipal Utilities,C,Water,462,462,462,784,17,17,17,29,234,4228,264,5231,279,5505,255,4803,0,0,
2024,585,City of Bloomer Water Utility,C,Water,0,0,0,0,0,0,0,0,162,3637,103,2246,106,2153,174,8881,1,20,
2024,531,Village of Black Earth Water Utility,C,Water,0,0,0,0,0,0,0,0,72,2180,63,2028,69,1960,71,1842,9,1874,
2024,480,Berlin Municipal Water And Sewer Utility,C,Water,0,0,0,0,0,0,0,0,792,58973,572,111004,682,206855,544,89717,239,72759,
2024,460,Benton Municipal Electric And Water Utility,C,Water,134,95,0,0,0,3,1,1,37,1494,36,1786,37,1975,36,7605,1,1473,
2024,440,Belmont Municipal Water And Electric Utility,C,Water,108,101,142,113,1,1,0,0,108,784,101,838,111,1145,117,854,2,242,
2024,420,Belleville Municipal Water and Sewer Utility,C,Water,0,113,123,0,0,3,0,0,122,4651,117,6526,117,5523,120,5581,34,13602,
2024,410,Belgium Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,129,22862,115,25152,140,32249,121,15846,52,13027,
2024,380,Barron Light And Water Utility,C,Water,123,136,142,125,0,0,0,0,152,1670,154,1738,151,1901,154,1835,27,2065,
2024,350,Bangor Municipal Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,320,Baldwin Municipal Water Utility,C,Water,100,85,131,99,9,4,5,2,28,16426,14,835,25,10976,13,1493,5,1334,
2024,230,Argyle Municipal Electric and Water Utility,C,Water,0,0,0,720,0,0,0,0,66,2570,65,2177,71,3177,66,2141,0,0,
2024,210,Arcadia Electric and Water Utility,C,Water,613,1222,1903,2527,0,0,0,0,463,19115,999,36200,1569,53908,2072,79807,1,243,
2024,140,Amery Municipal Joint Water and Sewer Utility,C,Water,0,51,64,64,0,26,26,26,74,16744,97,8341,64,9377,113,21596,12,4721,
2024,120,Altoona Municipal Water And Sewer Utility,C,Water,0,0,0,0,0,0,0,0,275,35508,266,44332,283,59002,282,44681,173,40391,
2024,51,Algoma Sanitary District No 1,C,Water,0,0,0,0,0,0,0,0,34,8069,42,11840,38,15748,37,5356,40,9730,
2024,6820,Yuba Municipal Waterworks,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,6819,Town of Yorkville Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,6818,Wyocena Municipal Water and Sewer Utility,D,Water,0,42,0,0,0,1,0,0,37,6402,10,630,46,5557,43,9251,0,0,
2024,6810,GREENLEAF WATER UTILITY,D,Water,0,0,0,0,0,0,0,0,37,5681,31,3267,36,3658,5,356,23,6777,
2024,6790,Woodville Water And Sewer Utility,D,Water,86,67,67,95,1,1,0,1,472,28078,482,30170,521,37670,523,33072,0,0,
2024,6740,Wittenberg Municipal Water and Sewer Utility,D,Water,111,121,131,113,3,3,2,5,20,4637,24,5087,24,5215,35,8090,5,1176,
2024,6730,Withee Municipal Water Utility,D,Water,0,13,15,0,0,0,0,0,37,2408,51,3108,46,4127,45,3708,7,1331,
2024,6600,Wiota Sanitary District Number One,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,6590,Village of Winter Water Utility,D,Water,0,5,17,0,0,1,0,0,8,1020,7,900,15,2000,17,2488,17,2488,
2024,6578,Winnebago Area Sanitary District,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,6560,Wind Point Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,77,120,104,200,117,231,125,95,37,14538,
2024,6545,Village of Wilson Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,63,8052,26,4792,22,3742,16,1853,3,1106,
2024,6510,Whitelaw Municipal Water And Sewer Utility,D,Water,10,8,7,12,0,0,1,0,5,124,6,163,144,333,49,1257,1,33,
2024,6505,Village of White Lake Water Utility,D,Water,0,0,0,0,0,0,0,0,20,2244,31,3862,26,4879,3,362,19,4136,
2024,6475,Village of Wheeler Municipal Water Utility,D,Water,12,25,32,36,3,30,2,0,12,11707,25,16388,32,20054,36,22162,3,2479,
2024,6470,Weyerhaeuser Municipal Water Utility,D,Water,17,37,57,77,1,4,5,5,58,11492,58,10756,58,10488,58,6634,6,3854,
2024,6450,City of Weyauwega Water and Sewer Utility,D,Water,68,58,77,17,0,0,0,0,68,23051,58,16287,77,20620,17,3118,50,12420,
2024,6445,Westport Water Utility District,D,Water,0,0,0,0,0,0,0,0,12,0,10,0,9,0,0,0,9,2890,
2024,6385,Westboro San Dist Wtr system,D,Water,14,17,23,7,1,0,1,0,25,6384,27,8702,36,13669,22,7099,11,2327,
2024,6370,West Baraboo Municipal Water and Sewer Utility,D,Water,487,417,457,461,12,14,3,11,101,7706,138,10535,192,15547,176,14200,0,0,
2024,6350,Village of Webster Municipal Water Utility,D,Water,0,11,13,0,0,0,0,0,47,5959,35,6405,46,7005,55,4618,28,5037,
2024,6330,Wauzeka Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2550,
2024,6310,Wausaukee Water and Sewer Utility,D,Water,12,15,11,9,0,0,0,0,1,166,2,237,4,2053,4,3383,4,799,
2024,6190,Washburn Municipal Water And Sewer Utility,D,Water,35,63,41,86,0,2,0,0,33,3910,13,1421,22,2164,29,3557,9,1479,
2024,6185,Warrens Municipal Water and Sewer Utilities,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,6170,Waldo Water And Sewer Utility,D,Water,0,0,0,0,0,0,0,0,51,3491,50,3540,47,4186,48,2584,24,3155,
2024,6160,Wabeno Sanitary District No 1,D,Water,15,15,20,7,0,0,4,0,16,1457,20,3029,22,3665,20,1422,10,2152,
2024,6110,Vesper Municipal Water And Sewer Utility,D,Water,53,22,36,21,4,3,0,2,12,1800,13,1882,14,2934,17,4789,3,1312,
2024,6060,Valders Public Utility,D,Water,39,18,16,19,0,1,1,0,0,0,1,117,1,219,0,0,0,0,
2024,6010,Village of Union Center Water Utility,D,Water,13,14,18,26,0,0,0,0,13,3854,14,3261,18,4226,26,5301,0,0,
2024,5970,Turtle Lake Municipal Water and Sewer Utility,D,Water,11,10,10,7,1,0,0,0,36,2499,23,2042,19,2499,22,2752,27,4505,
2024,5960,Troy Center Sanitary District #1,D,Water,0,0,0,0,0,0,0,0,15,3126,17,4106,13,3348,17,3737,18,2289,
2024,5935,Tony Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,6,1053,11,2727,12,4390,13,60,12,6412,
2024,5910,Tigerton Municipal Water and Sewer Utility,D,Water,29,0,22,0,4,0,1,0,106,12779,105,11227,98,9541,90,11171,0,0,
2024,5900,Three Lakes Sanitary District No 1,D,Water,0,0,0,0,0,0,0,0,84,37162,73,38106,64,34892,46,11892,8,4271,
2024,5880,Thorp Municipal Water And Sewer Utility,D,Water,58,36,53,0,1,5,3,0,157,6255,133,8995,108,7294,109,7841,29,3956,
2024,5870,Theresa Municipal Water And Sewer Utility,D,Water,89,23,170,209,0,2,2,3,4,1214,2,728,4,2086,7,3731,2,918,
2024,5860,Tennyson Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2029,0,0,
2024,5840,Village of Taylor Water Utility,D,Water,45,48,43,8,0,0,0,0,42,6330,54,7975,49,8800,46,5098,12,5783,
2024,5830,Village of Suring Water Utility,D,Water,37,118,201,235,0,0,0,0,55,6532,46,7089,55,8064,61,10842,15,3282,
2024,5770,Strum Municipal Utilities,D,Water,0,0,0,0,0,0,0,0,215,5839,164,2853,180,2391,189,3236,0,0,
2024,5720,Stoddard Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,38,2031,40,5546,45,4299,28,1174,28,6290,
2024,5715,Stockbridge Water Utility,D,Water,26,21,18,18,0,1,0,0,39,8783,20,6349,24,9440,40,8551,7,595,
2024,5700,Stitzer Sanitary District,D,Water,7,11,19,26,0,1,2,0,0,0,1,211,1,262,0,0,0,0,
2024,5683,Stetsonville Water Utility,D,Water,16,19,24,10,0,0,0,0,46,7426,44,8190,39,9127,36,7401,14,2165,
2024,5675,Star Prairie Municipal Water Utility,D,Water,44,33,0,0,0,0,0,0,39,8112,28,2121,23,1547,42,7579,0,0,
2024,5650,Spring Valley Waterworks,D,Water,76,92,79,92,20,0,0,0,82,24556,99,46655,79,30030,92,34803,7,2046,
2024,5640,Spring Green Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,152,16445,147,19586,82,15743,104,5909,34,8972,
2024,5620,Spencer Municipal Water Utility,D,Water,169,180,173,136,0,0,0,0,71,3069,71,3239,66,1601,837,4452,2,478,
2024,5600,South Wayne Municipal Water Utility,D,Water,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2046,2466,1,377,
2024,5520,Village of Soldiers Grove Municipal Water Utility,D,Water,29,32,28,56,1,0,0,0,34,2550,40,2450,35,4889,65,6110,17,6807,
2024,5480,Siren Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,30,3230,74,4927,50,4635,59,2297,22,4504,
2024,5470,Shullsburg Water Utility,D,Water,150,204,160,195,1,0,0,0,0,12706,0,14187,0,15148,0,14960,3,128,
2024,5450,Village of Shorewood Hills Water Utility,D,Water,0,0,0,0,0,0,0,0,75,4597,100,5676,104,5458,73,4023,7,4444,
2024,5430,Shiocton Municipal Utility,D,Water,0,28,32,17,0,0,0,0,134,8796,124,10383,112,8647,43,3264,6,587,
2024,5400,Shell Lake Municipal Utilities,D,Water,0,0,0,0,0,0,0,0,196,6880,175,22882,162,34918,91,0,47,8859,
2024,5395,Sheldon Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,24,2149,18,2826,10,445,20,1369,11,2818,
2024,5390,Town of Shelby Sanitary District #2,D,Water,0,0,0,0,0,0,0,0,63,41849,85,41847,74,41621,64,41593,38,10473,
2024,5330,Sharon Waterworks and Sewer system,D,Water,101,115,115,137,3,4,6,0,101,4805,115,7867,115,7227,137,4515,21,3100,
2024,5310,Sextonville Waterworks San Dist,D,Water,0,0,0,0,0,0,0,0,40,201,42,530,49,920,41,465,10,7080,
2024,5300,Seneca Tn Of Sanitary District 1,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1340,29,1837,
2024,5296,Town of Scott Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,51569,
2024,5250,St Nazianz Water Utility,D,Water,23,34,26,25,0,0,0,0,3,279,6,1140,6,1714,2,194,2,201,
2024,5240,St Joseph Sanitary District #1,D,Water,0,0,0,0,0,0,0,0,23,4525,20,5457,19,4168,23,4349,1,1041,
2024,5200,St Croix Improvements inc,D,Water,0,0,0,0,0,0,0,0,12,1514,14,2278,13,2774,12,3070,12,3070,
2024,5190,St Cloud Water and Sewer Utility,D,Water,11,5,6,8,1,0,1,0,21,5474,23,5428,17,4079,28,2789,1,221,
2024,5150,Rock Springs Municipal Utility,D,Water,17,17,13,14,0,0,0,0,48,2031,44,3301,38,1888,37,1865,0,0,
2024,5130,Rockland Municipal Water And Sewer Utility,D,Water,37,22,30,25,0,0,0,0,4,494,92,905,10,1062,16,4659,13,3840,
2024,5120,Village of Roberts Water Utility,D,Water,31,60,54,47,0,0,0,0,15,1882,28,8340,23,9332,30,11244,165,4838,
2024,5100,Rio Municipal Water Utility,D,Water,28,51,88,29,0,0,0,0,91,7803,85,5283,103,9256,106,6170,7,3619,
2024,5090,Village of Ridgeway Municipal Water Utility,D,Water,9,19,11,39,0,0,0,0,56,8083,40,8888,61,12330,54,8605,9,5501,
2024,5030,Village of Rib Lake Water Utility,D,Water,56,12,11,22,4,7,3,0,22,4191,24,5104,67,21074,30,11831,2,1419,
2024,5000,Rewey Municipal Water Utility,D,Water,0,0,0,39,0,0,0,7,9,4515,11,6335,9,7585,17,8411,0,0,
2024,4990,Reeseville Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,4980,Reedsville Municipal Water Utility,D,Water,23,34,50,31,0,1,0,0,9,2659,7,2040,11,3647,9,4493,4,1948,
2024,4960,Redgranite Water Utility,D,Water,35,41,42,31,3,4,5,3,69,11399,89,7338,78,11235,93,8116,39,28875,
2024,4950,Readstown Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,4930,Random Lake Municipal Water Department,D,Water,0,8,3,0,0,1,1,0,126,18485,100,12955,87,9937,138,55064,0,0,
2024,4920,Randolph Municipal Water Utility,D,Water,39,58,56,59,0,0,0,2,149,12695,151,13902,151,16589,158,16731,0,0,
2024,4910,Radisson Water And Sewer Utility,D,Water,79,79,71,69,0,4,3,3,11,2933,10,2090,8,1570,8,1511,3,687,
2024,4840,Village of Prentice Water and Sewer Utility,D,Water,34,33,48,40,0,0,0,0,34,11503,33,11459,48,11594,40,18403,0,0,
2024,4800,Village of Pound Water and Sewer Utility,D,Water,21,21,21,0,0,0,1,0,0,0,0,0,0,0,8,2187,0,0,
2024,4790,Potosi Municipal Water Utility,D,Water,33,34,33,17,0,0,0,0,18,800,36,1692,36,1752,18,971,4,133,
2024,4785,Port Wingtn Of Sanitary Dist,D,Water,12,9,10,5,0,0,0,0,7,315,4,242,10,360,9,564,0,0,
2024,4775,Town of Portland Sanitary District #1,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,4690,Village of Plainfield Water Utility,D,Water,0,0,31,38,0,0,3,0,36,1292,30,1104,76,5056,76,3531,15,817,
2024,4680,Plain Municipal Water Utility,D,Water,12,14,13,16,1,1,0,0,3,726,1,6,1,48,4,304,0,0,
2024,4670,Pittsville Municipal Water Utility,D,Water,31,38,36,35,0,0,0,0,15,641,14,429,18,559,26,595,2,294,
2024,4650,Pigeon Falls Municipal Water Utility,D,Water,0,2,0,0,0,0,0,0,2,241,6,835,1,101,6,927,1,131,
2024,4640,Phillips Municipal Water Works,D,Water,116,125,111,0,4,1,0,0,54,3075,58,6166,57,7293,80,4247,23,8343,
2024,4630,Phelps Sanitary Dist 1,D,Water,0,0,0,0,0,0,0,0,57,6385,43,6403,35,6968,54,3164,17,4900,
2024,4600,Pepin Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,26,4731,18,3208,17,1761,23,10704,2,787,
2024,4570,Town of Pence Municipal Water Department,D,Water,0,0,0,0,0,0,0,0,12,3327,14,1963,15,3006,9,1556,2,1199,
2024,4560,Patch Grove Municipal Water Utility,D,Water,2,3,2,3,0,0,0,0,16,647,22,1120,15,564,12,907,2,90,
2024,4540,Pardeeville Municipal Water Utility,D,Water,88,135,52,118,11,7,8,1,0,6446,0,2596,0,4195,0,7037,0,0,
2024,4520,Village of Palmyra Water and Sewer Utility,D,Water,179,149,146,203,6,7,7,0,548,528,509,650,528,634,507,577,11,3956,
2024,4510,Paddock Lake Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38046,
2024,4500,Owen Municipal Water Utility,D,Water,0,17,0,0,0,2,0,0,85,28787,83,28787,83,28844,85,30285,5,4422,
2024,4490,Osseo Municipal Water And Sewer Utility,D,Water,107,108,129,134,1,0,1,0,87,8765,100,9246,100,8946,93,10136,3,440,
2024,4450,Orfordville Municipal Water Utility,D,Water,130,104,141,127,2,0,3,4,130,28649,104,30448,141,38274,127,42321,0,0,
2024,4420,Ontario Municipal Water Utility,D,Water,21,22,22,23,0,0,0,0,73,4784,68,4769,75,5016,72,4974,0,0,
2024,4330,Village of Oakfield Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,99,11134,110,17815,122,20554,120,9029,19,10068,
2024,4325,Village of Oakdale Water Utility,D,Water,16,14,20,17,0,0,1,0,30,1592,16,867,18,2816,23,1132,0,0,
2024,4290,Norwalk Municipal Water Utility,D,Water,15,17,18,18,0,0,0,0,24,4839,19,4594,24,6518,23,7896,0,0,
2024,4240,North Freedom Municipal Water Utility,D,Water,77,65,62,72,0,0,0,0,0,3677,0,5141,0,5094,0,3607,1,24878,
2024,4225,Northfield Sanitary District No 1,D,Water,0,0,0,0,0,0,0,0,1,179,2,345,2,337,4,832,2,608,
2024,4170,Nichols Municipal Water Utility,D,Water,0,0,25,11,0,0,0,0,33,4892,41,5320,25,6833,41,8283,0,0,
2024,4150,Niagara Municipal Water Utility,D,Water,156,323,484,639,1,2,3,4,28,6261,52,10549,31,7708,35,4225,14,3360,
2024,4080,New Auburn Municipal Water Utility,D,Water,42,36,31,50,4,0,0,0,44,3297,18,2280,31,3667,20,1149,15,1962,
2024,4060,Nelson Water And Sewer Department,D,Water,14,16,22,18,0,0,0,70,0,0,0,0,0,0,0,0,0,0,
2024,4020,Village of Necedah Municipal Water Utility,D,Water,0,3,0,26,0,0,0,0,0,0,0,0,0,0,5,13679,16,1779,
2024,3960,Mount Sterling Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,3920,Mount Hope Municipal Water Utility,D,Water,5,3,2,4,0,0,0,0,7,1321,9,3346,5,2398,6,2103,3,2367,
2024,3910,Village of Mount Calvary Municipal Water and Sewer,D,Water,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,3860,Montreal Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9274,
2024,3850,Village of Monticello Water Utility,D,Water,0,35,38,1,0,1,0,0,115,3356,101,2514,106,3092,107,3404,2,555,
2024,3840,Montfort Municipal Water Utility,D,Water,42,32,30,34,0,1,4,0,42,3111,32,2973,30,2564,34,3795,0,0,
2024,3770,Mishicot Water Utility and Sewer Department,D,Water,20,41,64,26,1,0,0,0,17,3653,5,1373,6,1189,1,384,1,60,
2024,3760,Village of Minong Water Utility,D,Water,0,22,22,22,0,2,1,0,21,4058,22,4698,22,4293,22,3623,2,362,
2024,3730,Town of Farmington Sanitary District,D,Water,0,0,0,0,0,0,0,0,0,1113,0,1777,0,2184,0,4753,2,4753,
2024,3680,Village of Milltown Water Utility,D,Water,142,135,133,111,0,0,0,0,119,6000,137,10459,134,11424,446,30617,41,9412,
2024,3675,Village of Milladore Water Utility,D,Water,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,3,382,
2024,3630,Merrimac Municipal Water Utility,D,Water,0,1,0,0,0,0,0,0,42,2557,23,1451,40,2766,46,3495,3,157,
2024,3600,Mercer Sanitary District Number One,D,Water,0,0,0,0,0,0,0,0,71,9179,51,10565,74,13856,55,7501,15,5572,
2024,3545,Melvina Municipal Water Utility,D,Water,8,8,8,8,0,0,0,0,8,6497,8,6531,8,6458,8,6586,0,0,
2024,3540,Melrose Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,32,13109,31,13337,35,17946,38,11040,12,10872,
2024,3530,Mellen Municipal Water Utility,D,Water,0,0,76,0,0,0,8,1,38,9435,46,13713,13,3323,36,6884,1,1864,
2024,3480,Mazomanie Water Utility,D,Water,0,0,0,0,0,0,0,0,129,6611,123,4643,130,4635,125,4444,16,1135,
2024,3440,Mattoon Municipal Water Utility,D,Water,7,14,9,14,0,0,0,0,6,1059,5,917,10,3635,14,3174,6,188,
